4;96;6 // top left house
4;96;7

4;97;5
4;98;5
4;99;5

4;97;8
4;98;8
4;99;8

4;96;13 // top middle house
4;96;14

4;97;12
4;98;12
4;99;12

4;97;15
4;98;15
4;99;15

4;96;20 // top right house
4;96;21

4;97;19
4;98;19
4;99;19

4;97;22
4;98;22
4;99;22

4;102;7 // bottom left house
4;102;8

4;103;6
4;104;6
4;105;6

4;103;9
4;104;9
4;105;9

4;102;14 // bottom middle house
4;102;15

4;103;13
4;104;13
4;105;13

4;103;16
4;104;16
4;105;16

4;102;21 // bottom right house
4;102;22

4;103;20
4;104;20
4;105;20

4;103;23
4;104;23
4;105;23

4;107;24 // bottom bottom house
4;107;25

4;108;23
4;109;23
4;110;23

4;108;26
4;109;26
4;110;26

3;109;8
3;109;9
3;109;10
3;109;11
3;109;12
3;109;13
3;109;14
3;109;15
3;109;16
3;109;17

3;110;7
3;110;8
3;110;9
3;110;10
3;110;11
3;110;12
3;110;13
3;110;14
3;110;15
3;110;16
3;110;17
3;110;18

3;111;8
3;111;9
3;111;10
3;111;11
3;111;12
3;111;13
3;111;14
3;111;15
3;111;16
3;111;17

