4;0;0 //Northern Wall
4;1;0
4;2;0
4;3;0
4;4;0
4;5;0
4;6;0
4;7;0
4;8;0
4;9;0
4;10;0
4;11;0
4;12;0
4;13;0
4;14;0
4;15;0
4;16;0
4;17;0
4;18;0
4;19;0
4;20;0
4;21;0
4;22;0
4;23;0
4;24;0
4;25;0
4;26;0
4;27;0
4;28;0
4;29;0
4;30;0
4;31;0
4;32;0
4;33;0
4;34;0
4;35;0
4;36;0
4;37;0
4;38;0
4;39;0
4;40;0
4;41;0
4;42;0
4;43;0
4;44;0
4;45;0
4;46;0
4;47;0
4;48;0
4;49;0
4;50;0
4;51;0
4;52;0
4;53;0
4;54;0
4;55;0
4;56;0
4;57;0
4;58;0
4;59;0
4;60;0
4;61;0
4;62;0
4;63;0
4;64;0
4;65;0
4;66;0
4;67;0
4;68;0
4;69;0
4;70;0
4;71;0
4;72;0
4;73;0
4;74;0
4;75;0
4;76;0
4;77;0
4;78;0
4;79;0
4;80;0
4;81;0
4;82;0
4;83;0
4;84;0
4;85;0
4;86;0
4;87;0
4;88;0
4;89;0
4;90;0
4;91;0
4;92;0
4;93;0
4;94;0
4;95;0
4;96;0
4;97;0
4;98;0
4;99;0
4;100;0
4;101;0
4;102;0
4;103;0
4;104;0
4;105;0
4;106;0
4;107;0
4;108;0
4;109;0
4;110;0
4;111;0
4;112;0
4;113;0
4;114;0
4;115;0
4;116;0
4;117;0
4;118;0
4;119;0
4;120;0
4;121;0
4;122;0
4;123;0
4;124;0
4;125;0
4;126;0
4;127;0

4;0;0 //Western Wall
4;0;1
4;0;2
4;0;3
4;0;4
4;0;5
4;0;6
4;0;7
4;0;8
4;0;9
4;0;10
4;0;11
4;0;12
4;0;13
4;0;14
4;0;15
4;0;16
4;0;17
4;0;18
4;0;19
4;0;20
4;0;21
4;0;22
4;0;23
4;0;24
4;0;25
4;0;26
4;0;27
4;0;28
4;0;29
4;0;30
4;0;31
4;0;32
4;0;33
4;0;34
4;0;35
4;0;36
4;0;37
4;0;38
4;0;39
4;0;40
4;0;41
4;0;42
4;0;43
4;0;44
4;0;45
4;0;46
4;0;47
4;0;48
4;0;49
4;0;50
4;0;51
4;0;52
4;0;53
4;0;54
4;0;55
4;0;56
4;0;57
4;0;58
4;0;59
4;0;60
4;0;61
4;0;62
4;0;63
4;0;64
4;0;65
4;0;66
4;0;67
4;0;68
4;0;69
4;0;70
4;0;71
4;0;72
4;0;73
4;0;74
4;0;75
4;0;76
4;0;77
4;0;78
4;0;79
4;0;80
4;0;81
4;0;82
4;0;83
4;0;84
4;0;85
4;0;86
4;0;87
4;0;88
4;0;89
4;0;90
4;0;91
4;0;92
4;0;93
4;0;94
4;0;95
4;0;96
4;0;97
4;0;98
4;0;99
4;0;100
4;0;101
4;0;102
4;0;103
4;0;104
4;0;105
4;0;106
4;0;107
4;0;108
4;0;109
4;0;110
4;0;111
4;0;112
4;0;113
4;0;114
4;0;115
4;0;116
4;0;117
4;0;118
4;0;119
4;0;120
4;0;121
4;0;122
4;0;123
4;0;124
4;0;125
4;0;126
4;0;127

4;127;0 //Southern Wall
4;127;1
4;127;2
4;127;3
4;127;4
4;127;5
4;127;6
4;127;7
4;127;8
4;127;9
4;127;10
4;127;11
4;127;12
4;127;13
4;127;14
4;127;15
4;127;16
4;127;17
4;127;18
4;127;19
4;127;20
4;127;21
4;127;22
4;127;23
4;127;24
4;127;25
4;127;26
4;127;27
4;127;28
4;127;29
4;127;30
4;127;31
4;127;32
4;127;33
4;127;34
4;127;35
4;127;36
4;127;37
4;127;38
4;127;39
4;127;40
4;127;41
4;127;42
4;127;43
4;127;44
4;127;45
4;127;46
4;127;47
4;127;48
4;127;49
4;127;50
4;127;51
4;127;52
4;127;53
4;127;54
4;127;55
4;127;56
4;127;57
4;127;58
4;127;59
4;127;60
4;127;61
4;127;62
4;127;63
4;127;64
4;127;65
4;127;66
4;127;67
4;127;68
4;127;69
4;127;70
4;127;71
4;127;72
4;127;73
4;127;74
4;127;75
4;127;76
4;127;77
4;127;78
4;127;79
4;127;80
4;127;81
4;127;82
4;127;83
4;127;84
4;127;85
4;127;86
4;127;87
4;127;88
4;127;89
4;127;90
4;127;91
4;127;92
4;127;93
4;127;94
4;127;95
4;127;96
4;127;97
4;127;98
4;127;99
4;127;100
4;127;101
4;127;102
4;127;103
4;127;104
4;127;105
4;127;106
4;127;107
4;127;108
4;127;109
4;127;110
4;127;111
4;127;112
4;127;113
4;127;114
4;127;115
4;127;116
4;127;117
4;127;118
4;127;119
4;127;120
4;127;121
4;127;122
4;127;123
4;127;124
4;127;125
4;127;126
4;127;127

4;0;127 //Eastern Wall
4;1;127
4;2;127
4;3;127
4;4;127
4;5;127
4;6;127
4;7;127
4;8;127
4;9;127
4;10;127
4;11;127
4;12;127
4;13;127
4;14;127
4;15;127
4;16;127
4;17;127
4;18;127
4;19;127
4;20;127
4;21;127
4;22;127
4;23;127
4;24;127
4;25;127
4;26;127
4;27;127
4;28;127
4;29;127
4;30;127
4;31;127
4;32;127
4;33;127
4;34;127
4;35;127
4;36;127
4;37;127
4;38;127
4;39;127
4;40;127
4;41;127
4;42;127
4;43;127
4;44;127
4;45;127
4;46;127
4;47;127
4;48;127
4;49;127
4;50;127
4;51;127
4;52;127
4;53;127
4;54;127
4;55;127
4;56;127
4;57;127
4;58;127
4;59;127
4;60;127
4;61;127
4;62;127
4;63;127
4;64;127
4;65;127
4;66;127
4;67;127
4;68;127
4;69;127
4;70;127
4;71;127
4;72;127
4;73;127
4;74;127
4;75;127
4;76;127
4;77;127
4;78;127
4;79;127
4;80;127
4;81;127
4;82;127
4;83;127
4;84;127
4;85;127
4;86;127
4;87;127
4;88;127
4;89;127
4;90;127
