2;15;7 // haunted SWAMP on left
2;16;6
2;16;7
2;16;8
2;17;7
2;17;8
2;17;9
2;18;6
2;18;7
2;18;8
4;18;9  // random rock
2;19;5
2;19;6
2;19;7
2;20;5
2;20;6
2;20;7
2;20;8
2;20;9
2;20;10
4;21;4  // rock
2;21;5
2;21;6
2;21;7
2;21;8
2;21;9
2;21;10
2;15;27 // haunted SWAMP on right
2;16;26
2;16;27
2;16;28
2;17;27
2;17;28
2;17;29
2;18;26
2;18;27
2;18;28
4;18;29  // random rock
2;19;25
2;19;26
2;19;27
2;20;25
2;20;26
2;20;27
2;20;28
2;20;29
2;20;30
4;21;24  // rock
2;21;25
2;21;26
2;21;27
2;21;28
2;21;29
2;21;30

2;24;16 // haunted SWAMP on bottom?
2;25;15
2;25;16
2;25;17
2;26;16
2;26;17
2;26;18
2;27;15
2;27;16
2;27;17
4;27;18  // random rock
2;28;14
2;28;15
2;28;16
2;29;14
2;29;15
2;29;16
2;29;17
2;29;18
2;29;19
4;30;13  // rock
2;30;14
2;30;15
2;30;16
2;30;17
2;30;18
2;30;19

2;50;14 //Start of western swamps
2;51;14
2;52;14
2;53;14
2;55;14
2;51;15
2;52;15
2;53;15
2;54;15
2;52;16
2;53;16
2;52;13
2;53;13
2;54;13
2;54;17
2;54;16
2;55;17
2;55;18
2;55;19
2;54;20
2;53;20
2;54;19
2;53;21
2;54;21
2;54;22
2;55;23
2;55;24
2;56;23
2;57;22
2;57;21
2;57;20
2;58;20
2;58;21
2;58;19
2;58;18
2;59;17
2;59;16
2;60;15
2;58;15
2;58;14
2;57;14
3;55;15
3;54;14
3;58;15
3;58;17
4;56;20
3;56;21
3;55;21
3;55;20
3;56;19
